director,show_id
cory cavin,s1202a
jay chapman,s1203a
leslie small,s1204a
anurag singh,s1205a
john landis,s1206a
jay chapman,s1207a
jeremy kagan,s1208a
chandrajith belliappa,s1209a
karan ananth,s1209a
shashi kumar,s1209a
rahul pk,s1209a
jamadagni manoj,s1209a
kiranraj k,s1209a
jai shankar a,s1209a
joy rosalyn,s1210a
pradeep krishnamoorthy,s1211a
pradeep krishnamoorthy,s1212a
brian aabech,s1213a
paul jenkins,s1214a
pras lingam,s1215a
abhishek varman,s1216a
mandeep benipal,s1217a
pandiraj,s1218a
pradeep krishnamoorthy,s1219a
pradeep krishnamoorthy,s1220a
k v anand,s1221a
pa.ranjith,s1222a
pa.ranjith,s1223a
pa.ranjith,s1224a
omar iyer,s1225a
prashanth neel,s1226a
prashanth neel,s1227a
prashanth neel,s1228a
prashanth neel,s1229a
ellen smit,s1230a
rebekah fortune,s1231a
ruhkiya s. williams,s1232a
aaron michael,s1233a
mark knight,s1234a
john ford,s1235a
joseph ruben,s1236a
mark knight,s1237a
sarah lancaster,s1238a
jeff baena,s1239a
frank j. ishizaki,s1240a
james f. collier,s1241a
michael giehmann,s1242a
john asher,s1243a
nicholas ray,s1244a
simon rumley,s1245a
benjamin dejesus,s1246a
david m. talley,s1247a
manny rodriguez,s1248a
john matthews,s1249a
brian volk-weiss,s1250a
jay karas,s1251a
ryan polito,s1252a
jeannie gaffigan,s1253a
milton lage,s1254a
alex ferrari,s1255a
jean negulesco,s1256a
oreste palella,s1256a
jermaine fowler,s1257a
joe demaio,s1258a
danielle winter,s1259a
christopher ashley,s1260a
jeff garcia,s1261a
jeff garcia,s1262a
steve race,s1263a
manny rodriguez,s1264a
matthew mcneil,s1264a
michael simon,s1265a
matthew mcneil,s1265a
rob dipple,s1266a
frank marino,s1267a
kevin willmott,s1268a
ryan polito,s1269a
sam macaroni,s1270a
spencer gordon bennet,s1271a
b. v. s. ravi,s1272a
jay chapman,s1273a
bradford thomason,s1274a
brett whitcomb,s1274a
jay chapman,s1275a
karen thomas,s1276a
pushpdeep bhardwaj,s1277a
tadashi nakamura,s1278a
s. kalyaan,s1279a
s. kalyaan,s1280a
ami canaan mann,s1281a
emmett malloy,s1282a
al carter,s1283a
thomas dekker,s1284a
vanessa parise,s1285a
moonbug entertainment,s1286a
sasha burrow,s1287a
alison chernick,s1288a
jibi-joju,s1289a
doug prose,s1290a
diane lamacchia,s1290a
mark knight,s1291a
chusy,s1292a
prerna wadhawan,s1293a
anuraj manohar,s1294a
habib faisal,s1295a
jeremy norrie,s1296a
timo vuorensola,s1297a
jacob schwarz,s1298a
jared cook,s1298a
karim ainouz,s1299a
don siegel,s1300a
grant lahood,s1301a
michael a. ryan,s1302a
ara paiaya,s1303a
hamilton macfadden,s1304a
ethan coen,s1305a
joel coen,s1305a
sasha joelle achilli,s1306a
fabricio heider,s1307a
travis milloy,s1308a
tyrone tizak jackson,s1309a
iqbal hans,s1310a
jonathan baker,s1311a
michael apted,s1312a
mark atkins,s1313a
frank strayer,s1314a
frank r. strayer,s1314a
phil grabsky,s1315a
taron lexton,s1316a
thomas buschbeck,s1317a
tony giglio,s1318a
neil jordan,s1319a
nicholas ray,s1320a
richard gabai,s1321a
jay chapman,s1322a
jonah miles,s1323a
g p rama krishna,s1324a
tibor takács,s1325a
sven unterwaldt,s1326a
brett harvey,s1327a
ron oliver,s1328a
jean de segonzac,s1329a
ryan polito,s1330a
ian bagg,s1331a
edwin l. marin,s1332a
aravind sa,s1333a
j. elvis weinstein,s1334a
tom mccomas,s1335a
tom mccomas,s1336a
clayton cogswell,s1337a
james cruze,s1338a
tim fywell,s1339a
mike christie,s1340a
albert band,s1341a
john karas,s1342a
jordan brady,s1343a
paul gross,s1344a
richard l bare,s1345a
laurence thiriat,s1346a
ai weiwei,s1347a
martin ritt,s1348a
brian volk-weiss,s1349a
marc de guerre,s1350a
michael wood,s1351a
william castle,s1352a
vadim perelman,s1353a
steve miner,s1354a
pete gleeson,s1355a
doug spearman,s1356a
baeble music,s1357a
michael dwyer,s1358a
kaitlin mclaughlin,s1358a
janet kern,s1359a
rex piano,s1360a
david petrucci,s1361a
hooplakidz,s1362a
arthur lubin,s1363a
mark williams,s1364a
juan mas,s1365a
jodie foster,s1366a
frank lin,s1367a
jim fall,s1368a
alejo mo-sun,s1369a
t n krishna,s1370a
brett leonard,s1371a
russell mulcahy,s1372a
john holowach,s1373a
howard higgin,s1374a
michael damian,s1375a
bob giraldi,s1376a
john feist,s1377a
josh binney,s1378a
michelle ehlen,s1379a
patrick creadon,s1380a
harry fraser,s1381a
p.s. mithran,s1382a
lynn shores,s1383a
clive donner,s1384a
dick lowry,s1385a
brian volk-weiss,s1386a
don sharp,s1387a
trinadha rao nakkina,s1388a
tony randel,s1389a
clarence bricker,s1390a
alain gsponer,s1391a
peter chelsom,s1392a
megan peterson,s1393a
john douglas sinclair,s1393a
lew ayres,s1394a
duane adler,s1395a
kelly noonan gores,s1396a
adam schomer,s1396a
stephen finnigan,s1397a
vishal pandya,s1398a
bj mcdonnell,s1399a
adam green,s1400a
adrian munsey,s1401a
vance goodwin,s1401a
hal ashby,s1402a
mario van peebles,s1403a
paul thomas anderson,s1404a
david slade,s1405a
josh radnor,s1406a
mike bencivenga,s1407a
madoka raine,s1408a
charles vidor,s1409a
peter hyams,s1410a
burt kennedy,s1411a
joel souza,s1412a
ryan kawamoto,s1413a
frédéric tcheng,s1414a
alfred santell,s1415a
richard kahn,s1416a
richard c. kahn,s1416a
bill karn,s1416a
srijit mukherji,s1417a
dave fleischer,s1418a
willard bowsky,s1418a
shoojit sircar,s1419a
mark knight,s1420a
sujay shastri,s1421a
matt gallagher,s1422a
tim wilson,s1423a
tyler spindel,s1424a
joel hershman,s1425a
ryon baxter,s1426a
cecil b. demille,s1427a
irving pichel,s1428a
kevan otto,s1429a
mainak bhaumik,s1430a
mark knight,s1431a
justin chon,s1432a
denis hennelly,s1433a
sashi kiran tikka,s1434a
jim issa,s1435a
reema kagti,s1436a
jack nicholson,s1437a
herbert l. strock,s1438a
chezzy boy,s1439a
muscle,s1439a
spencer weber,s1440a
nick hatton jones,s1441a
richard hickey,s1441a
richard hickey,s1442a
nick hatton jones,s1442a
moonbug entertainment,s1443a
moonbug entertainment,s1444a
nick hatton jones,s1445a
richard hickey,s1445a
richard hickey,s1446a
nick hatton jones,s1446a
cannis holder,s1447a
nick hatton jones,s1448a
richard hickey,s1448a
damien eckhardt-jacobi,s1449a
vincent bova,s1449a
daniel doherty ii,s1450a
clay tweel,s1451a
iginio straffi,s1452a
vishal devrukhkar,s1453a
edgar g. ulmer,s1454a
edgar j. ulmer,s1455a
jake helgren,s1456a
charles lamont,s1457a
paul m. green,s1458a
paul m. green,s1459a
jim jarmusch,s1460a
baeble music,s1461a
william beaudine,s1462a
scott rutherford,s1463a
ben peyser,s1463a
predrag antonijevic,s1464a
charlie comparetto,s1465a
nils skapāns,s1466a
aparna sen,s1467a
santhosh p jayakumar,s1468a
joan carr-wiggin,s1469a
cory krueckeberg,s1470a
ninian doff,s1471a
james reed jr.,s1472a
rocco urbisci,s1473a
mark knight,s1474a
mark knight,s1475a
lauren greenfield,s1476a
mainak bhaumik,s1477a
robert gordon,s1478a
jane preston,s1479a
gary owen,s1480a
jay chapman,s1481a
michael a. bloom,s1482a
chuck vinson,s1482a
adil el arbi,s1483a
bilall fallah,s1483a
andrew goth,s1484a
jerry kramer,s1485a
joe hostettler,s1486a
gallagher,s1487a
wayne orr,s1488a
gallagher,s1489a
joe hostettler,s1490a
joe hostettler,s1491a
marc payton,s1492a
abel dare,s1493a
thomas lucas,s1494a
s krishna,s1495a
norman taurog,s1496a
alexander wraith,s1497a
cannis holder,s1498a
nick hatton jones,s1499a
richard hickey,s1499a
joseph kane,s1500a
sam newfield,s1501a
sean cisterna,s1502a
sacha jenkins,s1503a
pannaga bharana,s1504a
shana betz,s1505a
jordan hill,s1506a
saurabh shrivastava,s1507a
bob byington,s1508a
christopher andersen,s1509a
randy korompis,s1510a
andrew jacobs,s1511a
sven unterwaldt,s1512a
william h. bushnell jr.,s1513a
joshua sanchez,s1514a
katia lewkowicz,s1515a
claudia myers,s1516a
clyde scott,s1517a
oleg stepchenko,s1518a
david mcabee,s1519a
edward sutherland,s1520a
a. edward sutherland,s1520a
jeffrey bloom,s1521a
rob pallatina,s1522a
steve kloves,s1523a
bruce gower,s1524a
chang jeong,s1525a
stephen kinigopoulos,s1526a
alexa kinigopoulos,s1526a
john n. smith,s1527a
jerry hibbert,s1528a
jay bachochin,s1529a
julian grant,s1530a
warren fast,s1531a
kayli fortun,s1532a
hugh hudson,s1533a
anjan dutta,s1534a
sam newfield,s1535a
otto brower,s1536a
david burton,s1536a
herbert kline,s1537a
sean mcnamara,s1538a
david evans,s1539a
harry l. fraser,s1540a
deb ellis,s1541a
denis mueller,s1541a
gabriele muccino,s1542a
john huston,s1543a
mark neale,s1544a
james moll,s1545a
louise palanker and bill filipiak,s1546a
darlene naponse,s1547a
ernie barbarash,s1548a
vishwak sen,s1549a
vincent masciale,s1550a
charles sturridge,s1551a
tom o'brien,s1552a
michael moore,s1553a
vanessa gazy,s1554a
jeremy robbins,s1554a
nicholas verso,s1554a
shawn thompson,s1554a
anil ravipudi,s1555a
william witney,s1556a
kelley slagle,s1557a
brian stillman,s1557a
jay lowi,s1558a
baeble media,s1559a
joe dante,s1560a
steve greisen,s1561a
cannis holder,s1562a
matt green,s1563a
brian jordan alvarez,s1564a
beno obano,s1565a
bobcat goldthwait,s1566a
cybela clare,s1567a
cybela clare,s1568a
enzo g. castellari,s1569a
roar uthaug,s1570a
jurgen schadeberg,s1571a
aristotle athiras,s1572a
kamala lopez,s1573a
t.c. christensen,s1574a
irving reis,s1575a
karen j lloyd,s1576a
jayson thiessen,s1577a
gautham menon,s1578a
anna elizabeth james,s1579a
peter kosminsky,s1580a
mary soan,s1580a
hernán jiménez,s1581a
jay chapman,s1582a
kevin lima,s1583a
nickolas rossi,s1584a
charles binamé,s1585a
steve gerbson,s1586a
charlie arnaiz,s1587a
daniel bernal,s1588a
cati gonzalez,s1589a
lekh tandon,s1590a
cannis holder,s1591a
michelle ferrari,s1592a
simon hunter,s1593a
mark robson,s1594a
steven feinartz,s1595a
dustin jacobs,s1596a
gobi m. rahimi,s1597a
david au,s1598a
john rich,s1599a
anthony lucero,s1600a
graham elwood,s1601a
lewis r. foster,s1602a
frazer bailey,s1603a
ian harris,s1604a
william l. nolte,s1605a
mandeep benipal,s1606a
john l. potash,s1607a
jeethu joseph,s1608a
mark joffe,s1609a
roy william neill,s1610a
harold young,s1611a
matthew robbins,s1612a
john hyams,s1613a
christian hughes,s1614a
charles b. griffith,s1615a
micah troy,s1616a
john asher,s1617a
milton lage,s1618a
brian hennigan,s1619a
doug benson,s1620a
will mcfadden,s1621a
lee friedlander,s1622a
william nigh,s1623a
john ford,s1624a
mike dunkin,s1625a
jeremy norrie,s1626a
donald crisp,s1627a
john asher,s1628a
nathaniel atcheson,s1629a
jim henson,s1630a
justin foia,s1631a
william wyler,s1632a
baeble music,s1633a
sidney furie,s1634a
dominic wade,s1635a
super simple songs,s1636a
marshall cook,s1637a
benjamin arfmann,s1638a
robert stevenson,s1639a
thomas borch nielse,s1640a
j. robert wagoner,s1641a
etienne sauret,s1642a
dave o'leske,s1643a
john hussey,s1644a
matt drummond,s1645a
han sang-ho,s1646a
j.j. johnson,s1647a
jay franklyn jituboh,s1648a
timothy hutton,s1649a
kids 1st tv - kids nursery rhymes tv and baby songs,s1650a
tim gray,s1651a
etta devine,s1652a
gabriel diani,s1652a
jordan hill,s1653a
lisa immordino vreeland,s1654a
bent-jorgen perlmutt,s1654a
frédéric tcheng,s1654a
jeremiah s. chechik,s1655a
r.s durai senthilkumar,s1656a
sanjay gadhvi,s1657a
shashank khaitan,s1658a
adam ripp,s1659a
farhad mann,s1660a
shamim sarif,s1661a
baeble music,s1662a
sarah holt,s1663a
ma liyan,s1663a
caitlin saks,s1663a
zachary fink,s1663a
steven bernstein,s1664a
manny rodriguez,s1665a
alvin rakoff,s1666a
frida barkfors,s1667a
lasse barkfors,s1667a
kurt kuenne,s1668a
bharat kamma,s1669a
alan metzger,s1670a
sam peckinpah,s1671a
mike cuff,s1672a
scott windhauser,s1672a
alex de rakoff,s1673a
alex turner,s1674a
gary sherman,s1675a
neil fearnly,s1676a
terry miles,s1677a
steve wilson,s1678a
lance bangs,s1679a
manish vatsalya,s1680a
a.r. murugadoss,s1681a
a.r. murugadoss,s1682a
a.r. murugadoss,s1683a
terry morse,s1684a
terry o. morse,s1684a
ismael rodriguez,s1685a
albert c. gannaway,s1685a
ismael rodríguez,s1685a
chris l. griffin,s1686a
lew landers,s1687a
lloyd corrigan,s1688a
tim mccanlies,s1689a
jay chapman,s1690a
samuel brownfield,s1691a
adam rothlein,s1692a
joseph kane,s1693a
jay karas,s1694a
tim gray,s1695a
tim gray,s1696a
charles binamé,s1697a
bernard carr,s1698a
roman polanski,s1699a
john murray,s1700a
emer reynolds,s1700a
ollie bartlett,s1701a
phillip escott,s1702a
craig newman,s1702a
damon thomas,s1703a
stacy peralta,s1704a
nick millard,s1705a
frédéric schoendoerffer,s1706a
yann brion,s1706a
benjamin dickinson,s1707a
eleanore lindo,s1708a
rick bieber,s1709a
manny rodriguez,s1710a
sean stanek,s1711a
corbin timbrook,s1711a
delmer daves,s1712a
daniel knudsen,s1713a
robert n. bradbury,s1714a
elliot weaver,s1715a
zander weaver,s1715a
roland west,s1716a
robert fernandez,s1717a
nicolas silhol,s1718a
miles o'brien,s1719a
david dhawan,s1720a
ralph bakshi,s1721a
luther reed,s1722a
jeremiah camara,s1723a
william a. graham,s1724a
ak.reed films (amire k reed),s1725a
duece king,s1725a
jim gardner,s1726a
alden peters,s1727a
gary crenshaw,s1728a
joe kane,s1729a
howard hawks,s1730a
william wyler,s1730a
richard rosson,s1730a
jay chapman,s1731a
mat whitecross,s1732a
james ward byrkit,s1733a
edward finney,s1734a
don medford,s1735a
thom fitzgerald,s1736a
isaac florentine,s1737a
scott adkins,s1737a
jonathan w.c. mills,s1738a
pusic entertainment,s1739a
pusic entertainment,s1740a
andrew gunn,s1741a
brian volk-weiss,s1742a
mark knight,s1743a
cannis holder,s1744a
cannis holder,s1745a
lo lieh,s1746a
jesse sweet,s1747a
matthew heineman,s1748a
alex gibney,s1749a
ramon sloan,s1750a
beasy jones,s1750a
philippa lowthorpe,s1751a
arthur van merwijk,s1752a
marco deufemia,s1753a
leslie hope,s1754a
emily moss wilson,s1755a
hooplakidz,s1756a
daniel knudsen,s1757a
hooplakidz,s1758a
irving rapper,s1759a
jay chapman,s1760a
jay chapman,s1761a
patrick meaney,s1762a
priyadarshan jadhav,s1763a
rami alon,s1764a
silvio narizzano,s1764a
jean-claude la marre,s1765a
kishore tirumala,s1766a
shola lynch,s1767a
elvire berahya lazarus,s1768a
fritz kiersch,s1769a
santosh p jayakumar,s1770a
nicole lucas haimes,s1771a
paul leyden,s1772a
elisa amoruso,s1773a
elisa amoruso,s1774a
nick budabin,s1775a
hansal mehta,s1776a
vin moore,s1777a
tanuj chopra,s1778a
marvin hayes,s1779a
catherine gund,s1780a
daresha kyi,s1780a
john lloyd taylor,s1781a
dennis hopper,s1782a
marilyn ness,s1783a
dianne dreyer,s1784a
godfrey ho,s1785a
ryan brennan,s1786a
mike nichols,s1787a
ryan phillippe,s1788a
martin ritt,s1789a
bernard b. ray,s1790a
max fleischer,s1791a
alex pastor,s1792a
david pastor,s1792a
john erman,s1793a
nick searcy,s1794a
elmer clifton,s1795a
thomas carr,s1796a
lisa marie gamlem,s1797a
john andreas andersen,s1797a
john reinhardt,s1798a
diana c. frank,s1799a
nahala johnson,s1800a
andy grieve,s1801a
lauren lazin,s1801a
lisa arld,s1802a
bobcat goldthwait,s1803a
diane paloma eskenazi,s1804a
pj raval,s1805a
woody allen,s1806a
andrew jones,s1807a
douglas cheek,s1808a
seymour robbie,s1809a
mahesh narayan,s1810a
mahesh narayan,s1811a
f. richard jones,s1812a
leslie selander,s1813a
john brenkus,s1814a
manny rodriguez,s1815a
chi lo,s1816a
doo-yopng lee,s1817a
richard erdman,s1818a
pras lingam,s1819a
samuel brownfield,s1820a
tuva novotny,s1821a
richard dutcher,s1822a
sarah gavron,s1823a
jay chapman,s1824a
ryan polito,s1825a
tuvshinbold naidandorj,s1826a
jay chapman,s1827a
mark knight,s1828a
lou kennedy,s1829a
peter facinelli,s1830a
harold schuster,s1831a
harold d. schuster,s1831a
gezus zaire,s1832a
daniel duran,s1833a
quentin lee,s1834a
sam newfield,s1835a
baeble music,s1836a
mike white,s1837a
scott montoya,s1838a
scott l. montoya,s1839a
howard bretherton,s1840a
mischa kamp,s1841a
susan seidelman,s1842a
malcolm mowbray,s1843a
william nigh,s1844a
wallace fox,s1845a
wallace fox,s1846a
raymond de felitta,s1847a
mitch credle,s1848a
mainak bhaumik,s1849a
claire richards,s1850a
ivan passer,s1851a
leon ding,s1852a
wells root,s1853a
toby dye,s1854a
manny rodriguez,s1855a
usp studios,s1856a
bob the train,s1856a
cheyenne picardo,s1857a
jay chapman,s1858a
jay karas,s1859a
john badham,s1860a
robert n. bradbury,s1861a
norman taurog,s1862a
danielle krudy,s1863a
bridget savage cole,s1863a
uwe boll,s1864a
gaelan connell,s1865a
frank lloyd,s1866a
ryan page,s1867a
christopher pomerenke,s1867a
jack hill,s1868a
joel reed,s1868a
stephanie rothman,s1868a
phillip gilbert,s1869a
william beaudine,s1870a
moonbug entertainment,s1871a
moonbug entertainment,s1872a
stevin john,s1873a
phillip noyce,s1874a
twila labar,s1875a
louis mandylor,s1876a
a.j. martinson,s1877a
abhinay deo,s1878a
roger mitchell,s1879a
loki mulholland,s1880a
christian lee,s1881a
pasha patriki,s1882a
bayer mack,s1883a
matthew longfellow,s1884a
bruce beresford,s1885a
ryan mcgonagle,s1886a
jeta amata,s1887a
nirit peled,s1888a
valerio zurlini,s1889a
beverly davis,s1890a
sonia lowman,s1891a
alan parker,s1892a
robert trachtenberg,s1893a
manny rodriguez,s1894a
james cox,s1895a
kevin booth,s1896a
david johndrow,s1896a
chris bould,s1897a
atlee,s1898a
chris simoes,s1899a
michael polish,s1900a
damien eckhardt-jacobi,s1901a
vincent bova,s1901a
bhanu pratap singh,s1902a
shabbir mallick,s1903a
karthik saragur,s1904a
ali abbas zafar,s1905a
g. ashok,s1906a
fulvio sestito,s1907a
aleksandr boguslavskiy,s1908a
francesco cinquemani,s1908a
irving pichel,s1909a
phil cox,s1910a
justin lin,s1911a
sturla gunnarsson,s1912a
robert zemeckis,s1913a
joe camp,s1914a
howard hall productions,s1915a
adam marino,s1916a
martin guigui,s1917a
jeremy sims,s1918a
dagen k. w. merrill,s1919a
william witney,s1920a
frank mcdonald,s1921a
nicolas vanier,s1922a
otto brower,s1923a
christy cabanne,s1923a
auturo gavino,s1924a
cannis holder,s1925a
jackie english,s1926a
baljit sangra,s1927a
joseph elmore,s1928a
bruce smith,s1929a
mark knight,s1930a
mark knight,s1931a
mark knight,s1932a
mark knight,s1933a
stephen ives,s1934a
jon east,s1935a
chris w. freeman,s1936a
spain willingham,s1936a
william j. stribling,s1937a
glendyn ivin,s1938a
joshua caldwell,s1939a
drew gabreski,s1940a
john gorrie,s1941a
robert clouse,s1942a
nikkhil advani,s1943a
tom middleton,s1944a
toby l,s1944a
travis mills,s1945a
malcolm st. clair,s1946a
barry brewer,s1947a
rock baijnauth,s1948a
karl brown,s1949a
saul blinkoff,s1950a
john hancock,s1951a
k v anand,s1952a
max kleven,s1953a
baggy,s1954a
spencer gordon bennett,s1955a
john bokenkamp,s1956a
david chirchirillo,s1957a
ben browder,s1958a
robert benton,s1959a
craig moss,s1960a
ash r. shah,s1960a
craig moss,s1961a
craig moss,s1962a
dennis hopper,s1963a
anton lorenze,s1964a
douglas horn,s1965a
babybus,s1966a
moonbug entertainment,s1967a
robert rhodin,s1968a
pierre unia,s1969a
sujay ramaiah,s1970a
aakash motiani,s1971a
venkat mohan,s1972a
mario xavier,s1973a
jordan galland,s1974a
jeff feuerzeig,s1975a
alex dunlop,s1976a
us office of war,s1977a
wes miller,s1978a
james manera,s1979a
john putch,s1980a
dean matthew ronalds,s1981a
karan asnani,s1982a
aditya vikram sengupta,s1983a
arun prabu purushothaman,s1984a
mark knight,s1985a
mark knight,s1986a
mark knight,s1987a
joseph h. lewis,s1988a
mark altman,s1989a
brian aabech,s1990a
robert kiviat,s1990a
jean aspen,s1991a
tom irons,s1991a
robert ethan gunnerson,s1992a
major jack,s1993a
hively captain,s1993a
jess lasky jr.,s1993a
noel buckner,s1994a
rob whittlesey,s1994a
john francis musial,s1995a
joshue vietze,s1995a
travis fine,s1996a
justin lee,s1997a
robin hays,s1998a
sankalp,s1999a
keith bearden,s2000a
christopher menaul,s2001a
keoni waxman,s2002a
jorge dorado,s2003a
